ccaa,fecha,cases_50to59,cases_60to69,cases_70to79,cases_above80,cases_under50,deaths_under50,deaths_50to59,deaths_60to69,deaths_70to79,deaths_above80,hosp_under50,hosp_50to59,hosp_60to69,hosp_70to79,hosp_above80,uci_under50,uci_50to59,uci_60to69,uci_70to79,uci_above80
C.Valenciana,2021-09-02,54,18,16,21,281,3,0,2,0,1,7,1,1,3,2,2,1,0,1,0
Cantabria,2021-09-01,9,3,3,3,56,0,0,0,1,0,2,1,1,1,2,0,0,0,0,0
Baleares,2021-09-01,13,8,10,4,111,0,1,0,0,1,0,1,1,2,0,1,0,2,0,0
Asturias,2021-09-01,7,4,2,7,33,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0
no_ccaa,2021-09-01,2,3,2,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Navarra,2021-09-01,13,3,3,11,75,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0
Murcia,2021-09-01,13,7,10,5,181,0,0,0,1,2,2,4,1,2,0,0,0,0,1,0
Melilla,2021-09-01,4,3,2,6,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Madrid,2021-09-01,126,86,57,95,674,0,0,2,6,9,27,14,10,12,26,2,1,1,3,1
La Rioja,2021-09-01,6,6,4,2,29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Aragón,2021-09-01,23,12,10,16,145,0,0,0,0,1,4,1,3,2,8,0,1,0,0,0
Canarias,2021-09-01,26,13,10,7,119,0,0,0,1,0,3,2,4,0,4,0,1,1,1,0
Ceuta,2021-09-01,2,2,3,1,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Galicia,2021-09-01,40,27,16,18,186,0,0,1,1,1,3,3,4,4,7,0,1,2,0,0
País Vasco,2021-09-01,50,22,24,27,254,0,0,0,1,3,4,4,4,2,5,0,1,2,0,0
Extremadura,2021-09-01,18,14,12,18,93,0,0,0,0,3,0,0,1,1,6,0,0,0,0,0
Cataluña,2021-09-01,105,77,57,64,569,0,1,2,1,9,7,5,5,8,8,1,1,0,0,0
C.León,2021-09-01,38,20,19,26,130,0,0,0,0,5,5,1,2,3,12,0,0,0,1,0
Andalucía,2021-09-01,126,78,62,57,694,1,0,1,4,13,14,14,12,17,21,3,1,2,3,0
C.Mancha,2021-09-01,43,14,17,9,241,0,0,0,0,6,3,3,1,4,5,1,0,0,3,1
C.Valenciana,2021-09-01,63,50,30,38,353,0,0,0,4,7,9,3,3,4,5,3,2,1,2,0
Cantabria,2021-08-31,6,5,4,4,59,0,0,0,0,0,1,1,1,2,0,0,0,1,1,0
Baleares,2021-08-31,22,13,4,2,147,0,0,1,0,2,4,0,2,2,2,1,0,1,0,0
Asturias,2021-08-31,12,4,6,2,30,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0
no_ccaa,2021-08-31,3,5,3,1,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Navarra,2021-08-31,18,4,4,12,103,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0
Murcia,2021-08-31,36,21,7,4,235,1,0,0,2,0,7,1,4,0,1,2,0,0,0,0
Melilla,2021-08-31,2,2,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2021-08-31,142,101,66,64,925,2,1,0,3,11,29,11,13,14,23,1,1,4,0,0
La Rioja,2021-08-31,6,1,1,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Aragón,2021-08-31,16,16,15,21,137,0,0,0,0,1,5,1,0,1,9,0,0,0,0,0
Canarias,2021-08-31,14,11,11,5,115,0,0,0,1,0,3,2,0,3,3,1,0,0,2,0
Ceuta,2021-08-31,1,1,1,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Galicia,2021-08-31,44,22,19,14,230,0,0,1,1,3,9,3,3,2,6,1,1,0,1,0
País Vasco,2021-08-31,51,33,31,20,284,0,1,0,1,2,8,1,6,2,8,0,0,0,0,0
Extremadura,2021-08-31,38,21,23,14,142,0,1,0,1,3,2,1,3,2,3,0,0,2,1,0
Cataluña,2021-08-31,116,93,62,54,684,1,2,1,3,3,6,3,3,6,8,0,1,0,3,1
C.León,2021-08-31,41,24,25,57,154,0,0,0,1,4,4,1,0,3,6,0,0,0,0,0
Andalucía,2021-08-31,166,112,76,78,878,1,0,5,1,10,15,11,10,9,23,3,0,1,2,0
C.Mancha,2021-08-31,54,30,29,18,334,0,0,0,0,8,10,4,0,6,7,0,1,1,1,0
C.Valenciana,2021-08-31,67,32,19,16,407,1,0,0,1,4,7,3,2,5,6,0,0,2,0,0
Cantabria,2021-08-30,4,5,4,2,51,0,0,0,0,1,2,0,1,1,0,0,1,1,0,0
Baleares,2021-08-30,23,15,7,5,112,0,0,1,0,1,3,0,3,1,5,1,1,0,0,0
Asturias,2021-08-30,7,5,3,9,21,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0
no_ccaa,2021-08-30,0,5,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Navarra,2021-08-30,8,6,4,1,63,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Murcia,2021-08-30,16,15,10,6,151,1,0,0,1,1,3,2,1,5,2,0,1,0,0,0
Melilla,2021-08-30,3,1,1,0,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Madrid,2021-08-30,152,82,49,93,737,2,1,1,1,11,36,10,13,9,25,3,3,2,4,0
La Rioja,2021-08-30,8,2,0,3,34,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
Aragón,2021-08-30,21,8,10,6,109,0,1,0,1,0,5,2,2,2,4,0,0,0,0,0
Canarias,2021-08-30,22,8,6,6,93,0,1,1,1,0,3,2,0,2,3,0,1,1,1,0
Ceuta,2021-08-30,5,0,3,2,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Galicia,2021-08-30,35,21,23,21,219,0,0,0,0,0,5,3,2,1,4,1,1,0,0,0
País Vasco,2021-08-30,40,26,11,33,230,0,0,1,2,4,3,4,6,1,6,1,0,1,0,0
Extremadura,2021-08-30,32,27,19,23,164,1,0,0,0,2,0,0,2,3,4,0,1,1,0,0
Cataluña,2021-08-30,160,98,88,54,808,0,1,2,2,5,13,2,6,6,7,2,1,1,0,1
C.León,2021-08-30,24,26,26,58,155,0,1,1,0,5,3,0,3,5,11,1,0,1,1,0
Andalucía,2021-08-30,95,77,63,52,571,2,2,2,7,14,25,9,9,8,22,3,2,1,0,0
C.Mancha,2021-08-30,34,26,22,15,237,0,0,0,1,3,11,2,5,0,12,0,0,0,0,0
C.Valenciana,2021-08-30,66,45,22,21,404,1,0,0,3,3,11,6,5,0,9,0,0,0,0,0
Cantabria,2021-08-29,10,6,8,11,65,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0
Baleares,2021-08-29,15,3,5,2,89,0,0,0,0,0,5,3,2,2,0,2,0,1,1,0
Asturias,2021-08-29,4,4,4,4,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
no_ccaa,2021-08-29,2,2,1,1,10,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0
Navarra,2021-08-29,6,2,2,2,61,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0
Murcia,2021-08-29,6,5,4,1,46,0,0,0,1,7,4,1,2,2,4,0,0,1,1,0
Melilla,2021-08-29,1,1,1,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Madrid,2021-08-29,36,24,15,20,197,0,1,4,2,13,23,9,10,5,15,3,5,4,0,0
La Rioja,2021-08-29,4,1,0,1,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Aragón,2021-08-29,7,1,3,3,46,0,0,0,1,3,4,2,1,2,2,1,0,0,0,0
Canarias,2021-08-29,13,18,6,2,77,1,0,1,0,3,3,0,2,2,0,1,1,1,0,0
Ceuta,2021-08-29,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-08-29,39,13,12,16,205,0,0,1,0,3,7,3,0,8,3,1,1,0,1,0
País Vasco,2021-08-29,43,21,12,9,208,0,0,0,0,2,4,2,1,0,3,2,1,1,0,0
Extremadura,2021-08-29,13,9,15,10,87,0,1,0,0,4,0,0,2,2,9,0,1,0,0,1
Cataluña,2021-08-29,36,44,20,17,251,0,1,3,1,4,4,3,3,4,5,3,0,0,0,0
C.León,2021-08-29,23,8,8,20,61,1,0,1,2,3,2,0,3,4,11,1,0,0,1,1
Andalucía,2021-08-29,43,30,20,28,223,1,1,0,1,4,16,8,7,7,26,1,1,1,0,1
C.Mancha,2021-08-29,10,9,10,14,67,0,0,1,0,1,1,1,1,4,8,3,1,0,0,0
C.Valenciana,2021-08-29,18,6,9,6,83,0,0,0,1,1,5,2,2,1,9,1,2,1,1,0
Cantabria,2021-08-28,9,8,7,2,60,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0
Baleares,2021-08-28,17,12,6,3,131,0,0,0,1,1,3,1,0,0,1,1,1,1,0,0
Asturias,2021-08-28,5,5,3,7,28,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0
no_ccaa,2021-08-28,2,3,2,0,19,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Navarra,2021-08-28,6,0,1,0,48,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
Murcia,2021-08-28,15,3,5,8,76,0,0,0,1,2,3,0,0,0,1,0,0,2,0,0
Melilla,2021-08-28,4,0,1,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Madrid,2021-08-28,38,37,27,45,254,0,0,1,1,7,38,11,11,20,31,7,3,5,2,0
La Rioja,2021-08-28,7,2,5,3,47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Aragón,2021-08-28,16,6,7,9,85,0,0,0,2,0,3,0,1,0,2,0,0,0,0,0
Canarias,2021-08-28,25,11,7,5,111,0,0,0,1,0,7,4,1,1,1,1,1,1,0,0
Ceuta,2021-08-28,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-08-28,46,26,17,21,262,0,0,0,1,1,4,3,1,2,3,2,2,0,0,0
País Vasco,2021-08-28,28,18,21,14,193,0,0,0,2,2,5,2,2,2,4,2,0,1,0,0
Extremadura,2021-08-28,20,12,18,19,128,0,0,0,1,0,1,0,4,0,6,0,0,0,0,0
Cataluña,2021-08-28,46,43,33,23,295,0,0,2,4,8,11,3,4,4,8,1,0,0,1,0
C.León,2021-08-28,10,10,20,17,110,0,0,0,1,9,0,2,1,2,13,0,0,0,0,0
Andalucía,2021-08-28,75,60,48,39,514,1,1,0,0,7,15,9,9,9,21,2,1,3,0,1
C.Mancha,2021-08-28,36,28,18,25,146,0,0,0,0,6,5,2,2,0,10,1,0,0,0,0
C.Valenciana,2021-08-28,39,31,14,16,232,0,0,0,1,5,2,2,5,3,4,1,0,1,1,0
Cantabria,2021-08-27,9,5,7,4,118,0,0,1,0,0,2,1,0,0,2,1,1,1,0,0
Baleares,2021-08-27,26,14,5,9,181,0,0,0,1,0,2,3,2,1,3,0,1,1,0,0
Asturias,2021-08-27,7,5,4,5,33,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
no_ccaa,2021-08-27,6,4,4,5,40,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
Navarra,2021-08-27,15,4,5,3,87,0,0,0,0,2,1,2,2,1,1,0,1,0,0,0
Murcia,2021-08-27,21,15,7,4,200,0,1,0,0,2,6,1,1,3,6,2,2,0,1,0
Melilla,2021-08-27,5,3,3,0,19,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Madrid,2021-08-27,180,116,71,89,1024,0,1,3,1,12,44,18,13,8,38,5,2,2,1,1
La Rioja,2021-08-27,4,1,3,2,41,0,0,1,0,0,3,1,1,1,1,0,0,0,0,0
Aragón,2021-08-27,22,19,9,22,180,0,0,1,1,2,5,0,0,3,3,0,0,0,1,0
Canarias,2021-08-27,39,13,8,2,153,0,0,0,0,0,2,4,2,2,2,0,1,2,0,0
Ceuta,2021-08-27,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-08-27,44,25,15,11,324,0,0,1,0,6,6,3,0,3,4,0,0,0,1,0
País Vasco,2021-08-27,55,44,29,31,308,0,0,1,0,2,9,4,1,2,12,0,0,0,0,0
Extremadura,2021-08-27,33,13,19,17,197,0,0,0,0,3,1,1,1,3,2,0,0,0,0,0
Cataluña,2021-08-27,120,84,77,53,745,0,0,2,3,5,9,4,5,10,10,2,0,1,0,1
C.León,2021-08-27,35,29,25,46,203,0,0,0,1,4,2,0,0,8,12,1,0,0,1,0
Andalucía,2021-08-27,146,128,60,52,954,0,0,3,2,8,18,10,17,15,20,0,2,2,1,0
C.Mancha,2021-08-27,74,52,21,28,418,0,1,2,2,7,6,5,4,1,9,0,0,2,0,1
C.Valenciana,2021-08-27,87,46,29,26,529,0,2,1,1,2,5,6,3,3,11,0,1,0,1,0
Cantabria,2021-08-26,10,7,6,3,66,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0
Baleares,2021-08-26,32,19,6,8,161,0,0,1,0,1,1,0,5,1,2,0,0,1,1,0
Asturias,2021-08-26,11,8,5,8,44,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
no_ccaa,2021-08-26,3,4,4,2,26,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Navarra,2021-08-26,10,3,5,1,75,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0
Murcia,2021-08-26,15,18,4,11,171,0,0,0,1,2,6,0,2,3,2,1,0,0,0,0
Melilla,2021-08-26,3,4,1,2,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Madrid,2021-08-26,153,104,70,76,963,1,0,1,4,7,36,18,18,11,40,3,2,1,0,0
La Rioja,2021-08-26,7,8,3,3,43,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Aragón,2021-08-26,20,13,9,18,153,0,1,0,1,1,5,1,3,0,4,2,1,0,0,0
Canarias,2021-08-26,30,11,12,8,148,1,0,1,1,1,7,1,4,2,2,1,1,0,2,0
Ceuta,2021-08-26,5,1,3,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Galicia,2021-08-26,59,24,28,16,377,0,0,0,1,1,2,4,3,5,8,0,3,0,2,1
País Vasco,2021-08-26,60,39,14,40,345,0,0,0,1,6,4,3,6,5,4,1,1,0,0,0
Extremadura,2021-08-26,35,22,17,20,252,0,0,0,1,2,2,0,2,1,10,0,0,0,1,0
Cataluña,2021-08-26,135,95,59,58,793,0,1,0,2,9,10,7,10,5,15,1,1,1,1,1
C.León,2021-08-26,46,16,33,61,207,0,1,0,0,8,6,2,3,4,20,1,1,0,2,1
Andalucía,2021-08-26,162,105,59,60,1041,1,1,2,4,7,24,6,12,13,17,3,1,2,2,0
C.Mancha,2021-08-26,54,46,34,37,344,0,0,2,0,5,6,3,3,0,11,0,1,2,0,0
C.Valenciana,2021-08-26,96,38,37,37,528,0,0,1,0,5,9,4,2,3,5,1,1,2,2,0
Cantabria,2021-08-25,13,3,2,4,108,0,0,0,0,0,2,0,2,0,3,0,0,1,0,0
Baleares,2021-08-25,32,21,12,17,202,0,0,0,4,2,8,2,6,4,3,2,0,2,0,0
Asturias,2021-08-25,7,4,5,4,33,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0
no_ccaa,2021-08-25,7,6,3,3,46,0,0,0,0,0,2,1,1,0,1,3,1,0,0,0
Navarra,2021-08-25,10,4,4,5,71,0,0,1,0,2,1,1,0,1,1,0,1,0,0,0
Murcia,2021-08-25,32,12,6,4,223,0,0,0,0,1,1,0,2,1,1,2,1,0,2,0
Melilla,2021-08-25,5,3,1,5,24,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
Madrid,2021-08-25,157,108,88,102,1098,0,1,4,3,8,50,17,13,20,33,3,3,6,5,0
La Rioja,2021-08-25,10,5,1,1,59,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Aragón,2021-08-25,24,27,12,16,183,0,0,0,0,1,4,1,1,2,5,0,0,0,1,0
Canarias,2021-08-25,25,12,6,3,169,0,0,2,0,1,4,2,1,1,1,1,2,1,0,0
Ceuta,2021-08-25,2,2,0,0,43,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Galicia,2021-08-25,54,30,34,22,429,0,0,0,0,2,8,3,1,6,6,1,0,1,2,0
País Vasco,2021-08-25,49,36,24,31,390,0,1,0,2,7,6,2,2,6,9,0,0,1,0,0
Extremadura,2021-08-25,33,30,29,23,256,0,0,0,1,6,1,1,2,2,6,0,0,0,2,0
Cataluña,2021-08-25,121,88,67,62,796,0,1,2,4,18,16,4,8,3,16,0,1,0,3,0
C.León,2021-08-25,43,36,40,45,230,0,0,0,1,4,2,2,3,6,9,0,0,1,0,0
Andalucía,2021-08-25,191,153,97,77,1219,2,1,2,3,13,32,14,14,8,19,2,2,0,1,0
C.Mancha,2021-08-25,53,40,26,31,385,0,0,0,1,4,9,3,2,2,20,1,0,0,1,0
C.Valenciana,2021-08-25,87,55,33,24,518,0,0,1,0,3,13,5,3,1,8,1,0,0,0,0
Cantabria,2021-08-24,7,4,6,4,94,0,0,0,1,1,1,2,1,0,2,1,1,0,0,0
Baleares,2021-08-24,22,18,6,7,171,0,1,0,0,2,4,0,4,5,3,2,0,1,0,0
Asturias,2021-08-24,13,7,5,5,38,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
no_ccaa,2021-08-24,12,7,4,2,61,0,0,0,0,1,1,2,2,0,1,0,0,1,0,0
Navarra,2021-08-24,14,5,4,3,72,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0
Murcia,2021-08-24,26,19,14,11,272,0,0,1,1,0,8,2,2,4,2,2,1,0,1,0
Melilla,2021-08-24,2,2,2,0,21,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
Madrid,2021-08-24,189,131,87,114,1173,1,1,1,3,11,47,13,18,11,35,5,1,3,2,1
La Rioja,2021-08-24,9,4,5,3,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aragón,2021-08-24,21,20,13,32,237,0,0,0,0,1,6,1,1,1,6,0,0,0,0,0
Canarias,2021-08-24,29,25,10,7,185,1,0,1,0,0,4,2,4,3,3,2,0,2,1,0
Ceuta,2021-08-24,3,1,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Galicia,2021-08-24,63,33,29,30,409,0,0,0,0,2,11,5,2,3,7,3,0,0,0,0
País Vasco,2021-08-24,80,29,26,34,455,0,0,0,1,3,12,3,1,2,5,1,0,1,0,0
Extremadura,2021-08-24,42,41,28,44,271,0,0,1,1,3,1,0,2,2,6,0,0,0,1,0
Cataluña,2021-08-24,134,87,67,71,828,0,0,2,4,10,6,4,6,5,9,0,1,2,0,0
C.León,2021-08-24,60,29,31,45,259,1,0,0,1,5,4,5,4,9,7,1,0,0,0,0
Andalucía,2021-08-24,213,157,101,91,1317,3,2,0,2,6,22,11,10,11,31,3,2,2,3,0
C.Mancha,2021-08-24,57,44,41,30,428,0,0,1,2,5,3,1,5,0,14,0,1,3,1,0
C.Valenciana,2021-08-24,71,40,42,37,640,0,1,1,0,2,7,3,2,4,16,5,1,1,1,0
Cantabria,2021-08-23,23,18,12,9,132,0,0,0,0,2,5,3,0,1,2,0,1,0,1,0
Baleares,2021-08-23,29,16,15,17,197,0,0,0,1,1,6,1,3,3,5,0,0,1,0,0
Asturias,2021-08-23,10,6,10,7,54,0,0,0,1,1,4,1,3,0,0,0,0,0,1,0
no_ccaa,2021-08-23,9,5,7,3,49,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0
Navarra,2021-08-23,12,10,4,4,76,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Murcia,2021-08-23,28,14,7,7,237,0,1,1,0,1,10,2,0,5,5,0,1,0,0,0
Melilla,2021-08-23,3,2,0,0,41,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
Madrid,2021-08-23,181,120,64,85,1143,0,2,1,4,11,47,10,21,11,46,4,3,4,2,0
La Rioja,2021-08-23,9,3,1,1,57,0,0,0,0,1,2,1,1,0,3,0,0,1,0,0
Aragón,2021-08-23,16,22,13,8,141,0,0,1,0,2,4,2,2,2,1,0,0,0,0,0
Canarias,2021-08-23,29,16,5,4,160,0,0,3,1,3,3,3,3,4,2,1,0,1,1,1
Ceuta,2021-08-23,1,3,3,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-08-23,53,26,16,34,360,0,0,1,0,1,6,1,2,2,4,0,0,0,0,0
País Vasco,2021-08-23,67,34,20,22,345,0,2,1,0,5,10,4,3,9,6,1,1,2,1,0
Extremadura,2021-08-23,57,36,23,35,311,0,0,0,1,4,1,0,0,1,10,1,0,0,0,0
Cataluña,2021-08-23,182,142,107,86,1175,0,0,0,4,10,18,8,7,9,10,1,2,2,1,0
C.León,2021-08-23,47,35,30,27,307,0,1,0,0,6,3,3,3,5,7,1,1,0,0,0
Andalucía,2021-08-23,170,151,89,72,1114,0,1,3,4,7,26,11,12,18,19,5,1,3,1,0
C.Mancha,2021-08-23,64,41,30,39,330,0,0,1,1,3,7,4,6,6,12,1,0,0,2,0
C.Valenciana,2021-08-23,96,53,35,21,740,0,0,2,1,2,13,4,5,6,12,2,0,0,1,0
Cantabria,2021-08-22,13,5,2,2,70,0,0,0,0,0,1,0,1,1,3,1,1,0,1,0
Baleares,2021-08-22,28,15,9,4,143,0,0,0,0,2,2,1,0,2,0,1,0,0,0,0
Asturias,2021-08-22,8,6,8,6,40,0,0,1,0,4,1,3,1,0,3,1,2,1,0,0
no_ccaa,2021-08-22,6,2,1,2,25,0,0,0,0,1,1,2,2,0,1,1,0,0,0,0
Navarra,2021-08-22,10,9,1,2,69,0,0,0,1,0,1,2,2,0,1,0,0,2,0,0
Murcia,2021-08-22,12,5,0,3,66,0,0,0,0,0,5,2,0,2,2,0,1,0,1,0
Melilla,2021-08-22,3,2,0,1,12,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Madrid,2021-08-22,37,25,21,40,262,0,0,1,1,6,19,11,8,9,20,3,2,2,4,0
La Rioja,2021-08-22,8,2,0,2,42,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
Aragón,2021-08-22,10,12,10,4,73,0,0,0,0,3,4,1,2,3,4,0,0,0,0,0
Canarias,2021-08-22,14,10,4,4,145,0,0,1,0,2,7,1,3,2,2,2,1,2,1,0
Ceuta,2021-08-22,2,1,1,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-08-22,48,17,22,30,319,0,0,0,1,2,4,2,0,6,6,0,2,0,1,0
País Vasco,2021-08-22,43,16,13,22,262,0,0,1,0,5,5,4,3,3,7,0,0,2,0,0
Extremadura,2021-08-22,20,16,14,13,122,0,0,0,1,4,1,0,2,3,9,0,0,1,0,0
Cataluña,2021-08-22,61,42,27,21,377,0,1,2,2,5,8,6,1,5,9,1,2,0,3,0
C.León,2021-08-22,24,21,14,44,109,0,1,0,0,4,2,1,2,0,14,0,0,0,0,0
Andalucía,2021-08-22,56,55,37,36,404,0,1,1,8,5,21,8,18,11,16,2,2,0,1,0
C.Mancha,2021-08-22,21,22,14,14,134,0,0,1,2,1,6,2,1,4,3,0,0,0,0,0
C.Valenciana,2021-08-22,23,21,11,11,177,0,1,0,0,4,8,1,10,5,9,1,0,2,1,0
Cantabria,2021-08-21,18,3,3,4,93,0,0,0,0,2,4,1,1,1,4,0,1,1,0,0
Baleares,2021-08-21,23,14,9,2,164,0,0,0,0,0,4,0,3,1,2,1,0,0,1,0
Asturias,2021-08-21,11,3,2,3,49,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0
no_ccaa,2021-08-21,5,4,4,2,42,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Navarra,2021-08-21,15,3,3,3,80,0,0,0,0,4,2,0,0,1,0,0,1,0,0,0
Murcia,2021-08-21,14,15,10,12,146,0,0,0,1,1,9,1,2,2,2,0,0,0,0,0
Melilla,2021-08-21,5,1,3,1,26,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
Madrid,2021-08-21,47,39,11,34,349,0,0,2,1,7,28,6,11,15,30,4,1,2,3,0
La Rioja,2021-08-21,5,3,3,1,55,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0
Aragón,2021-08-21,30,12,7,24,177,0,0,0,0,4,7,4,2,1,5,0,0,0,0,0
Canarias,2021-08-21,25,10,9,8,154,0,0,0,1,2,2,2,3,2,2,0,0,1,0,0
Ceuta,2021-08-21,3,5,1,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Galicia,2021-08-21,41,24,26,14,362,0,0,0,1,4,8,2,1,5,8,1,1,0,1,0
País Vasco,2021-08-21,62,33,19,39,374,0,1,2,2,4,12,3,0,4,3,5,0,0,2,0
Extremadura,2021-08-21,40,18,17,21,257,0,0,0,0,0,1,1,2,2,8,0,1,0,0,0
Cataluña,2021-08-21,88,69,32,66,545,0,1,1,2,10,13,3,6,3,9,1,0,2,1,0
C.León,2021-08-21,38,25,27,16,176,0,0,1,2,3,1,1,1,1,8,0,1,0,0,0
Andalucía,2021-08-21,149,89,71,71,897,1,3,3,2,5,31,12,16,15,23,5,1,2,0,0
C.Mancha,2021-08-21,32,22,19,19,228,0,0,0,1,2,2,1,3,5,15,0,1,0,0,0
C.Valenciana,2021-08-21,68,36,27,26,500,0,0,2,0,5,15,4,5,2,14,3,2,1,0,0
Cantabria,2021-08-20,18,7,6,6,98,0,0,0,0,0,4,4,2,0,3,1,0,0,0,1
Baleares,2021-08-20,42,15,12,7,282,1,0,0,0,1,4,6,0,3,3,1,0,0,1,0
Asturias,2021-08-20,6,12,11,5,53,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0
no_ccaa,2021-08-20,8,12,1,1,63,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Navarra,2021-08-20,16,9,6,6,123,0,0,0,0,1,3,0,2,2,0,2,2,0,0,0
Murcia,2021-08-20,36,23,26,11,314,0,0,0,1,4,6,2,3,2,3,3,0,0,0,0
Melilla,2021-08-20,0,2,0,2,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Madrid,2021-08-20,184,144,86,102,1432,0,0,2,1,14,43,15,18,15,37,6,3,7,2,0
La Rioja,2021-08-20,7,5,3,6,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aragón,2021-08-20,25,15,14,16,166,0,0,0,0,3,7,2,1,3,3,0,1,0,0,0
Canarias,2021-08-20,25,29,20,5,244,0,0,2,3,0,9,1,3,1,3,2,2,0,1,0
Ceuta,2021-08-20,2,2,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-08-20,60,38,27,26,541,0,0,0,2,1,7,2,4,2,11,2,1,2,2,0
País Vasco,2021-08-20,48,40,22,38,421,0,0,0,0,4,15,3,5,4,9,1,0,0,0,0
Extremadura,2021-08-20,53,32,22,36,335,0,0,0,1,1,3,2,1,4,13,0,0,0,0,0
Cataluña,2021-08-20,118,115,82,69,1138,1,1,1,4,9,13,3,5,4,3,3,0,1,2,0
C.León,2021-08-20,69,36,31,52,380,0,0,1,3,4,4,3,2,7,7,0,0,0,1,0
Andalucía,2021-08-20,255,165,121,123,1754,1,2,2,6,11,41,15,12,13,26,4,3,3,1,0
C.Mancha,2021-08-20,67,34,26,43,506,0,0,0,2,2,10,1,2,1,10,0,0,0,0,0
C.Valenciana,2021-08-20,86,59,30,14,764,0,0,0,1,2,12,3,9,4,1,1,0,3,1,1
Cantabria,2021-08-19,21,7,7,2,101,1,0,0,1,1,4,0,0,0,1,0,0,0,0,0
